Country,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
MEX,TRADEGOODSERV,EXP,PC_GDP,A,2017,37.6515684577081,
MEX,TRADEGOODSERV,EXP,PC_GDP,A,2018,39.2594612526307,E
MEX,TRADEGOODSERV,EXP,PC_GDP,A,2019,38.8323238310596,E
MEX,TRADEGOODSERV,EXP,PC_GDP,A,2020,40.1903684464699,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1970,9.88328389831847,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1971,8.92822234316699,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1972,9.04608092928095,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1973,9.69334823088469,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1974,10.8295586051466,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1975,9.85038834168398,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1976,10.1041479828012,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1977,10.4658940373067,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1978,11.302639712118,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1979,12.7515667316337,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1980,13.8360838865117,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1981,13.7936178699808,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1982,11.0008239344093,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1983,10.0468867469319,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1984,10.1869844800108,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1985,11.0201190599962,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1986,14.3266133259532,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1987,14.2751059591002,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1988,16.2660815479257,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1989,16.7257809117287,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1990,17.2905610896967,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1991,16.9106778804587,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1992,17.7873310618187,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1993,15.5466135375702,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1994,17.3271134686379,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1995,22.1718259021634,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1996,24.4141851124452,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1997,24.4444313377596,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1998,26.4016888577762,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,1999,25.9853213927583,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2000,27.0259648121425,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2001,24.4993518433345,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2002,24.1454248345598,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2003,25.8452487673265,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2004,27.6458412865828,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2005,27.7055817247764,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2006,28.7675627660942,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2007,29.2680434902208,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2008,30.0755351025349,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2009,28.812770431946,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2010,31.0626537159835,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2011,32.4329707398903,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2012,33.5016780596676,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2013,32.4592236648864,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2014,33.0519165924803,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2015,36.5642042713542,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2016,39.020038053624,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2017,39.4641760467353,
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2018,41.3038384803687,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2019,39.0829696118158,E
MEX,TRADEGOODSERV,IMP,PC_GDP,A,2020,38.0380181903117,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1970,43.142467098354,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1971,43.4063962895572,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1972,43.3636810436046,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1973,45.1469939795062,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1974,51.4270101728402,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1975,47.3029717331634,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1976,48.2745476517214,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1977,45.4945680376054,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1978,43.5764008129709,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1979,47.8612394936089,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1980,50.4206047169211,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1981,54.8934337940171,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1982,54.9040457390783,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1983,54.5920280224757,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1984,58.3984114170261,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1985,59.9046524622325,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1986,50.7858608543136,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1987,49.4507652138995,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1988,51.737282286159,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1989,55.0320192333267,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1990,54.4147456036171,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1991,55.1090140503143,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1992,53.3760699214715,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1993,52.6120824466461,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1994,54.7356508995378,E
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1995,57.2209730326782,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1996,57.3884657236126,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1997,60.3599551275451,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1998,59.3403416223893,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,1999,59.9050205145199,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2000,66.0332693962704,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2001,63.2984076981661,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2002,60.148422487264,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2003,59.2841403248767,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2004,62.6742441704485,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2005,65.632085215917,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2006,68.1811183379922,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2007,68.7754574672546,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2008,69.7936334784718,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2009,62.2370135170171,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2010,69.8036724776943,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2011,75.5030683053513,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2012,79.5033738356974,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2013,79.880477786038,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2014,80.5779081541485,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2015,82.658896708444,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2016,79.5351647591471,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2017,83.391768024212,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2018,84.6834636757465,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2019,82.5377127008628,
NLD,TRADEGOODSERV,EXP,PC_GDP,A,2020,77.8566295252439,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1970,43.3042313428315,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1971,41.9664241554952,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1972,39.3284211148111,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1973,40.5057226384405,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1974,46.6019697432747,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1975,42.7894922988385,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1976,43.96364192788,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1977,43.3014969241377,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1978,42.2892857525169,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1979,46.6875551787303,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1980,49.4085395602603,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1981,49.9809311209401,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1982,49.6047582456011,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1983,50.2272582916713,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1984,52.1448527711172,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1985,54.5784784469574,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1986,46.3466360453196,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1987,46.223658225541,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1988,48.2504098273724,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1989,51.0074784762019,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1990,49.6186239661304,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1991,50.0003902136403,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1992,48.6236080224562,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1993,46.3290407352261,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1994,48.2150839215984,E
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1995,50.5976385765915,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1996,51.3445048966268,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1997,53.980804560949,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1998,53.2116816089476,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,1999,54.496863817441,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2000,59.4886804850367,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2001,56.740357059108,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2002,53.3089753899632,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2003,52.6358690353152,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2004,54.9343833012776,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2005,57.1745724591247,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2006,59.5910330410267,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2007,61.6824135536282,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2008,61.2662585483886,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2009,54.6525361611415,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2010,61.718401657105,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2011,66.9687049767897,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2012,69.765041365094,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2013,69.6688535163968,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2014,69.4758472809578,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2015,75.1576793312541,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2016,69.3234999724707,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2017,72.6364431968743,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2018,74.1397465332105,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2019,72.7329639446286,
NLD,TRADEGOODSERV,IMP,PC_GDP,A,2020,67.447990551122,E
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1970,21.6607062724717,E
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1971,22.0600858369099,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1972,23.8242574257426,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1973,23.5979062066019,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1974,20.4351661276095,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1975,22.8663306101165,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1976,26.6676209561981,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1977,26.1058275355843,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1978,26.5244244806289,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1979,28.8377299717707,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1980,28.9227947306987,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1981,28.2141380735841,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1982,27.5294680787411,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1983,28.207124258449,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1984,31.4648234068743,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1985,28.9858340679391,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1986,26.6371024795955,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1987,26.1466693264996,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1988,26.0109305091465,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1989,26.2008441079922,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1990,26.747804167159,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1991,29.1540546942858,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1992,31.2020329719445,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1993,30.644091877812,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1994,30.8677507555044,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1995,29.3933663078266,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1996,28.3488788439284,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1997,28.3203739922721,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1998,29.6173216258214,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,1999,30.9505515371504,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2000,35.7454584901409,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2001,35.4310398408851,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2002,32.8470717038637,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2003,29.8397254017245,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2004,29.5434106069527,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2005,28.2851654320382,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2006,29.6086137531685,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2007,29.2731139479196,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2008,32.0787092277964,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2009,28.7340586497586,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2010,30.2736276814431,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2011,30.3950240582091,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2012,28.8593905898689,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2013,28.813704938314,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2014,27.9828573783327,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2015,27.8585415524399,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2016,26.4757462549093,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2017,27.3322484069435,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2018,27.5925026326857,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2019,27.0813471422139,
NZL,TRADEGOODSERV,EXP,PC_GDP,A,2020,21.7882940971891,E
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1970,24.5917884910954,E
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1971,21.2732474964235,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1972,20.8539603960396,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1973,23.4483495353061,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1974,32.6276585318044,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1975,29.7236224578481,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1976,29.2442026910965,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1977,27.7079211080615,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1978,25.7832678270635,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1979,30.4000778740387,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1980,30.0108387527097,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1981,31.2698084607965,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1982,30.479267635972,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1983,29.3748154511046,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1984,34.0142978884575,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1985,31.0973984706534,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1986,26.1332459061653,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1987,23.9062715791735,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1988,22.0564082233675,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1989,25.4826823876197,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1990,25.8327097036774,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1991,25.467849340668,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1992,28.0516926534626,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1993,26.987923277291,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1994,28.1180468689463,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1995,27.5208861548693,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1996,26.7672921138268,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1997,26.9264895291704,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1998,28.2786961975549,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,1999,30.4506795962165,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2000,32.7714683867522,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2001,31.8027845111567,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2002,29.8089228515842,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2003,28.0750439440285,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2004,29.2561416675833,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2005,29.7335780086782,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2006,29.9946512871794,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2007,29.1520466269894,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2008,32.3300212242484,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2009,26.4119481642358,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2010,27.9779878234698,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2011,28.845440675977,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2012,28.1637232227837,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2013,27.2036839753943,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2014,27.1817694811884,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2015,26.9624813973526,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2016,25.845362571936,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2017,26.5727999340804,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2018,27.9009262489363,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2019,27.199664611897,
NZL,TRADEGOODSERV,IMP,PC_GDP,A,2020,22.4764783188115,E
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1970,36.4765650606359,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1971,34.7726367143843,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1972,34.9512950105804,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1973,37.4076411551013,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1974,39.8572939040691,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1975,36.1020430726975,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1976,35.9705077019565,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1977,34.285507403787,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1978,35.9829101882831,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1979,39.2530484972145,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1980,42.7543130398173,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1981,42.7817639371748,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1982,40.955666852161,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1983,41.2670101877653,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1984,42.2602006768203,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1985,41.9804694862394,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1986,33.5871513439294,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1987,31.7621579050994,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1988,32.4618572349281,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1989,37.3210468012446,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1990,39.4194916384392,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1991,39.2030244770513,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1992,37.1365883115462,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1993,37.1581716156184,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1994,37.3372653784984,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1995,37.1826259580662,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1996,39.9423707086184,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1997,40.5572397357492,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1998,36.9081086471718,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,1999,38.6046651270573,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2000,45.7323541763557,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2001,44.9623027719641,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2002,40.3731263925136,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2003,39.6301695174664,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2004,41.0909019528665,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2005,43.4025448407452,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2006,44.6445612247706,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2007,43.2984720699285,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2008,45.9167117360736,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2009,39.2356785990914,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2010,39.7598437031518,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2011,41.2739648574507,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2012,40.6824371898883,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2013,39.1971735047655,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2014,38.996355721797,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2015,37.8018159096519,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2016,35.4599263818255,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2017,36.3329956891189,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2018,37.9716930695855,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2019,36.3240958075241,
NOR,TRADEGOODSERV,EXP,PC_GDP,A,2020,32.5183611888266,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1970,37.0993117010816,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1971,37.3130411965363,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1972,34.1949248876375,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1973,37.7917000184718,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1974,42.5391843275989,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1975,41.8850269713528,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1976,44.3281884977998,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1977,43.386372687448,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1978,35.6212687791117,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1979,36.9235171908855,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1980,36.7297245498446,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1981,35.5784588494108,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1982,35.8983491003524,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1983,33.4815203588513,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1984,33.5160300580865,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1985,34.7607227570314,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1986,36.9718497438621,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1987,33.9714116952156,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1988,33.0458195047614,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1989,33.8429515900287,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1990,33.1700584109034,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1991,31.4729896834146,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1992,30.5310708615128,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1993,30.8908113163432,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1994,31.3911615916758,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1995,31.1428891809896,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1996,31.1781293141375,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1997,32.5053007867945,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1998,35.1146600090442,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,1999,31.4039230806304,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2000,28.9192540485098,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2001,28.3171578962172,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2002,27.2372785591015,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2003,26.9226544159214,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2004,27.9178584648518,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2005,27.4110333384087,
NOR,TRADEGOODSERV,IMP,PC_GDP,A,2006,27.7112885927419,
